"Northwestern University","http://www.northwestern.edu","northwestern"
"Undergraduate Admissions - Northwestern University","http://www.ugadm.northwestern.edu","northwestern"
"Kellogg School of Management | Northwestern University","http://www.kellogg.northwestern.edu","northwestern"
"Northwestern University School of Education and Social Policy","http://www.sesp.northwestern.edu","northwestern"
"Northwestern's McCormick School of Engineering","http://www.mccormick.northwestern.edu","northwestern"
"Weinberg College of Arts and Sciences - Northwestern University","http://www.weinberg.northwestern.edu","northwestern"
"Residential Services :  |                Northwestern Student Affairs","http://www.northwestern.edu/living/","northwestern"
"Northwestern Career Advancement :  |                Northwestern Student Affairs","http://www.northwestern.edu/careers/","northwestern"
"Financial Aid: Student Financial Services - Northwestern University","http://www.northwestern.edu/sfs/financial_aid/","northwestern"
" Northwestern University Library | www.library.northwestern.edu","http://www.library.northwestern.edu/","northwestern"
"AccessibleNU :  |                Northwestern Student Affairs","http://www.northwestern.edu/accessiblenu","northwestern"
"Campus Life : Northwestern University","http://www.northwestern.edu/campus-life","northwestern"
"Campus Inclusion and Community :  |                Northwestern Student Affairs","http://www.northwestern.edu/inclusion/","northwestern"
"Counseling and Psychological Services :  |                Northwestern Student Affairs","http://www.northwestern.edu/counseling/","northwestern"
"Northwestern University School of Professional Studies","http://sps.northwestern.edu/","northwestern"
"The Graduate School - Northwestern University","http://www.tgs.northwestern.edu/","northwestern"
"Equal Opportunity and Access:&#32;  Human Resources - Northwestern University","http://www.northwestern.edu/hr/equlopp-access/","northwestern"
"Student Affairs :  |                Northwestern Student Affairs","http://www.northwestern.edu/studentaffairs/","northwestern"
"Continuing and Professional Programs : Northwestern University","http://www.northwestern.edu/academics/professional-studies-a-to-z.html","northwestern"
"University Police - Northwestern University","http://www.northwestern.edu/up/","northwestern"
"Michigan State University. Est. 1855. East Lansing, Michigan, USA.","http://www.msu.edu","msu"
" Michigan State University Office of Admissions","https://admissions.msu.edu","msu"
"Michigan State University - Eli Broad College of Business","http://broad.msu.edu","msu"
"College of Education - Michigan State University","http://www.educ.msu.edu","msu"
"College of Engineering, Michigan State University","http://www.egr.msu.edu/","msu"
"College of Arts and Letters - Michigan State University :: Home","http://www.cal.msu.edu","msu"
"Live On","http://liveon.msu.edu/","msu"
"Career Services Network - Career Services Network - Michigan State University","http://careernetwork.msu.edu/","msu"
" Office of Financial Aid | Michigan State University","http://www.finaid.msu.edu/","msu"
"MSU Libraries","http://www.lib.msu.edu/","msu"
"Resource Center for Persons with Disabilities at Michigan State University","https://www.rcpd.msu.edu/","msu"
"Department of Student Life - Welcome","http://studentlife.msu.edu/","msu"
"Diversity and Inclusion","http://www.inclusion.msu.edu/diversityandinclusion","msu"
