"3","400","","Penn State","https://www.psu.edu/"
"1","400","","Software","https://software.psu.edu/"
"5","400","","Accessibility","https://sites.psu.edu/accessibility/"
"1","400","","Tuition Calculator","https://cce.ais.psu.edu/tuition-calculator-ui/#!/"
"10","800","","Nittany Lion Inn","https://nittanylioninn.psu.edu/"
"5","800","","Office 365","http://office365.psu.edu/"
"3","400","","South Hills","https://www.southhills.edu/"
